Transaction ID,Date,Description,Amount,Currency,Supplier Name,Category,Subcategory
T0658,2025-03-04,"Procurement of Raw Materials from Stewart, Brooks and Bailey",18346.78,EUR,"Stewart, Brooks and Bailey",Manufacturing,Raw Materials
T0659,2025-02-22,Procurement of Recruitment Services from Combs PLC,16840.44,USD,Combs PLC,HR & Training,Recruitment Services
T0660,2025-03-09,Procurement of Raw Materials from Humphrey Ltd,19142.06,EUR,Humphrey Ltd,Manufacturing,Raw Materials
T0661,2025-03-17,Procurement of Warehousing from Flores Ltd,10430.49,USD,Flores Ltd,Logistics,Warehousing
T0662,2025-03-21,Procurement of optimize seamless methodologies from Juarez Inc,31856.18,EUR,Juarez Inc,,
T0663,2025-01-16,Procurement of Warehousing from Newman LLC,13457.95,GBP,Newman LLC,Logistics,Warehousing
T0664,2025-01-10,"Procurement of extend turn-key supply-chains from Mcdonald, Frederick and West",15907.97,EUR,"Mcdonald, Frederick and West",,
T0665,2025-01-29,Procurement of extend e-business paradigms from Martin and Sons,8396.27,USD,Martin and Sons,,
T0666,2025-03-22,"Procurement of Temporary Staff from Dillon, Ramirez and Thomas",42913.58,GBP,"Dillon, Ramirez and Thomas",HR & Training,Temporary Staff
T0667,2025-03-09,Procurement of transform visionary paradigms from Cross Inc,41203.43,GBP,Cross Inc,,
T0668,2025-01-03,Procurement of Professional IT Services from Nelson Group,19534.52,USD,Nelson Group,IT,Professional IT Services
T0669,2025-02-24,Procurement of synthesize real-time infrastructures from Rodriguez Group,16197.57,USD,Rodriguez Group,,
T0670,2025-02-19,"Procurement of Print Media from Alvarado, Smith and Williams",29465.39,GBP,"Alvarado, Smith and Williams",Marketing,Print Media
T0671,2025-01-02,"Procurement of Facility Maintenance from Hooper, Robinson and Little",23787.71,GBP,"Hooper, Robinson and Little",Manufacturing,Facility Maintenance
T0672,2024-12-26,Procurement of Clinical Trials from Hunt-Bennett,7979.98,USD,Hunt-Bennett,R&D,Clinical Trials
T0673,2025-01-06,Procurement of Research Services from Watson-Smith,3952.63,GBP,Watson-Smith,R&D,Research Services
T0674,2025-03-04,"Procurement of Print Media from Huff, Thompson and Day",38860.32,EUR,"Huff, Thompson and Day",Marketing,Print Media
T0675,2025-01-16,Procurement of matrix clicks-and-mortar initiatives from Russell-Kim,10921.9,USD,Russell-Kim,,
T0676,2025-03-11,Procurement of Cold Chain Transport from Johnson Ltd,5095.63,EUR,Johnson Ltd,Logistics,Cold Chain Transport
T0677,2024-12-31,Procurement of re-intermediate transparent models from Juarez Inc,23626.83,USD,Juarez Inc,,
T0678,2025-03-22,Procurement of Last-mile Delivery from Irwin-Dean,37560.77,EUR,Irwin-Dean,Logistics,Last-mile Delivery
T0679,2024-12-31,Procurement of target 24/365 e-business from Silva PLC,27102.25,EUR,Silva PLC,,
T0680,2025-02-01,Procurement of One-shot Software Purchase from Robertson LLC,16421.46,EUR,Robertson LLC,IT,One-shot Software Purchase
T0681,2025-01-25,Procurement of repurpose collaborative info-mediaries from Contreras-Lucas,17199.4,USD,Contreras-Lucas,,
T0682,2025-02-23,"Procurement of Clinical Trials from Phillips, Allen and Smith",45379.17,EUR,"Phillips, Allen and Smith",R&D,Clinical Trials
T0683,2025-01-12,Procurement of Facility Maintenance from Brooks LLC,43677.49,GBP,Brooks LLC,Manufacturing,Facility Maintenance
T0684,2025-01-07,Procurement of One-shot Software Purchase from Mason-Warren,32571.41,USD,Mason-Warren,IT,One-shot Software Purchase
T0685,2024-12-30,Procurement of Digital Advertising from Wolfe-Lopez,39745.01,USD,Wolfe-Lopez,Marketing,Digital Advertising
T0686,2025-01-31,Procurement of mesh transparent eyeballs from Williams PLC,12071.05,GBP,Williams PLC,,
T0687,2025-03-04,Procurement of streamline B2B initiatives from Russell-Kim,37302.12,EUR,Russell-Kim,,
T0688,2025-02-17,Procurement of grow rich e-markets from Matthews LLC,35709.54,USD,Matthews LLC,,
T0689,2025-02-06,Procurement of Employee Training from Silva PLC,34444.63,EUR,Silva PLC,HR & Training,Employee Training
T0690,2025-01-07,Procurement of Temporary Staff from Graves-Thompson,40919.04,GBP,Graves-Thompson,HR & Training,Temporary Staff
T0691,2025-01-19,"Procurement of Professional IT Services from Alvarado, Smith and Williams",43488.63,EUR,"Alvarado, Smith and Williams",IT,Professional IT Services
T0692,2025-03-23,Procurement of empower cross-media communities from Graves-Thompson,2836.35,GBP,Graves-Thompson,,
T0693,2025-03-15,Procurement of Production Equipment from Webb-Tucker,10583.47,USD,Webb-Tucker,Manufacturing,Production Equipment
T0694,2025-03-18,Procurement of visualize visionary experiences from Davis-Smith,48592.1,EUR,Davis-Smith,,
T0695,2025-02-11,Procurement of Warehousing from Perry-Jackson,34803.41,EUR,Perry-Jackson,Logistics,Warehousing
T0696,2025-02-17,Procurement of Recruitment Services from Martin and Sons,10865.59,USD,Martin and Sons,HR & Training,Recruitment Services
T0697,2025-01-02,"Procurement of Research Services from Smith, Aguilar and Finley",23392.56,USD,"Smith, Aguilar and Finley",R&D,Research Services
T0698,2025-02-19,"Procurement of Recruitment Services from Monroe, Bryant and Dennis",2155.48,EUR,"Monroe, Bryant and Dennis",HR & Training,Recruitment Services
T0699,2025-02-03,Procurement of benchmark viral users from Phelps-Beck,27366.79,GBP,Phelps-Beck,,
T0700,2025-01-03,Procurement of Event Sponsorship from Gilbert-Velazquez,36775.94,GBP,Gilbert-Velazquez,Marketing,Event Sponsorship
T0701,2025-02-17,Procurement of One-shot Software Purchase from Perry LLC,12740.81,GBP,Perry LLC,IT,One-shot Software Purchase
T0702,2025-03-24,Procurement of Clinical Trials from Russell-Kim,25412.28,EUR,Russell-Kim,R&D,Clinical Trials
T0703,2025-02-10,Procurement of Cold Chain Transport from Cross Inc,18996.52,USD,Cross Inc,Logistics,Cold Chain Transport
T0704,2025-02-10,Procurement of Digital Advertising from Watson-Smith,16367.91,USD,Watson-Smith,Marketing,Digital Advertising
T0705,2025-01-02,Procurement of Digital Advertising from Johnson-Farmer,19109.36,GBP,Johnson-Farmer,Marketing,Digital Advertising
T0706,2024-12-30,"Procurement of Raw Materials from May, Osborne and Randolph",25161.93,EUR,"May, Osborne and Randolph",Manufacturing,Raw Materials
T0707,2025-03-20,Procurement of Clinical Trials from Erickson-Larson,29022.25,EUR,Erickson-Larson,R&D,Clinical Trials
T0708,2025-01-08,"Procurement of Recurrent SaaS License from Alvarado, Smith and Williams",46782.93,USD,"Alvarado, Smith and Williams",IT,Recurrent SaaS License
T0709,2025-03-21,Procurement of Facility Maintenance from Rodriguez LLC,34880.67,EUR,Rodriguez LLC,Manufacturing,Facility Maintenance
T0710,2025-01-04,Procurement of Professional IT Services from Banks-Tate,1758.42,USD,Banks-Tate,IT,Professional IT Services
T0711,2025-01-03,"Procurement of Lab Equipment from West, Jones and Koch",40089.11,GBP,"West, Jones and Koch",R&D,Lab Equipment
T0712,2025-03-12,Procurement of enhance transparent systems from Smith Inc,11131.94,USD,Smith Inc,,
T0713,2025-03-09,"Procurement of Employee Training from Cain, Price and Lozano",10543.92,GBP,"Cain, Price and Lozano",HR & Training,Employee Training
T0714,2025-03-03,Procurement of innovate end-to-end metrics from Taylor PLC,33370.07,EUR,Taylor PLC,,
T0715,2025-01-10,Procurement of Production Equipment from Flores Ltd,25141.24,EUR,Flores Ltd,Manufacturing,Production Equipment
T0716,2025-03-15,"Procurement of engage impactful experiences from Day, Long and Bell",41204.76,GBP,"Day, Long and Bell",,
T0717,2025-03-06,"Procurement of Professional IT Services from May, Osborne and Randolph",24346.77,EUR,"May, Osborne and Randolph",IT,Professional IT Services
T0718,2025-01-20,Procurement of orchestrate open-source partnerships from Irwin-Dean,21890.48,EUR,Irwin-Dean,,
T0719,2024-12-27,"Procurement of cultivate bleeding-edge metrics from Dillon, Ramirez and Thomas",34049.14,GBP,"Dillon, Ramirez and Thomas",,
T0720,2025-01-22,Procurement of synergize enterprise deliverables from Graves-Thompson,10397.1,USD,Graves-Thompson,,
T0721,2024-12-29,"Procurement of Clinical Trials from Cook, Rivera and Cox",22834.13,USD,"Cook, Rivera and Cox",R&D,Clinical Trials
T0722,2025-02-10,Procurement of Print Media from Wall PLC,48446.9,EUR,Wall PLC,Marketing,Print Media
T0723,2025-02-21,Procurement of Last-mile Delivery from Melton PLC,5721.31,EUR,Melton PLC,Logistics,Last-mile Delivery
T0724,2025-03-11,Procurement of empower back-end infrastructures from Mathews and Sons,42188.19,USD,Mathews and Sons,,
T0725,2024-12-28,"Procurement of Digital Advertising from Cook, Rivera and Cox",32588.83,USD,"Cook, Rivera and Cox",Marketing,Digital Advertising
T0726,2025-01-17,"Procurement of Research Services from Phillips, Allen and Smith",10414.32,USD,"Phillips, Allen and Smith",R&D,Research Services
T0727,2025-02-10,Procurement of incentivize best-of-breed interfaces from Gilbert-Velazquez,1943.37,USD,Gilbert-Velazquez,,
T0728,2025-01-10,Procurement of Facility Maintenance from Benton-Wang,41094.07,EUR,Benton-Wang,Manufacturing,Facility Maintenance
T0729,2025-03-14,Procurement of Print Media from Perry-Jackson,4107.48,GBP,Perry-Jackson,Marketing,Print Media
T0730,2024-12-28,Procurement of One-shot Software Purchase from Sherman-Martin,40544.0,USD,Sherman-Martin,IT,One-shot Software Purchase
T0731,2025-01-06,"Procurement of Clinical Trials from Alvarado, Smith and Williams",4110.66,USD,"Alvarado, Smith and Williams",R&D,Clinical Trials
T0732,2025-01-22,"Procurement of Facility Maintenance from Huff, Thompson and Day",42013.21,USD,"Huff, Thompson and Day",Manufacturing,Facility Maintenance
T0733,2025-01-16,"Procurement of Recurrent SaaS License from Cook, Rivera and Cox",6183.47,USD,"Cook, Rivera and Cox",IT,Recurrent SaaS License
T0734,2025-02-28,"Procurement of Print Media from West, Jones and Koch",33459.56,EUR,"West, Jones and Koch",Marketing,Print Media
T0735,2025-01-02,Procurement of Warehousing from Robertson LLC,17996.3,USD,Robertson LLC,Logistics,Warehousing
T0736,2025-01-19,"Procurement of Recurrent SaaS License from Alvarado, Smith and Williams",38225.13,EUR,"Alvarado, Smith and Williams",IT,Recurrent SaaS License
T0737,2025-01-30,Procurement of Warehousing from Adams-Patel,44655.46,GBP,Adams-Patel,Logistics,Warehousing
T0738,2025-02-15,"Procurement of repurpose virtual communities from Townsend, Harper and Baker",8144.76,USD,"Townsend, Harper and Baker",,
T0739,2025-01-15,Procurement of Facility Maintenance from Hill PLC,1763.67,USD,Hill PLC,Manufacturing,Facility Maintenance
T0740,2025-01-11,"Procurement of aggregate bricks-and-clicks ROI from Cain, Price and Lozano",42671.14,USD,"Cain, Price and Lozano",,
T0741,2025-03-11,"Procurement of Last-mile Delivery from Mcdonald, Frederick and West",49905.7,USD,"Mcdonald, Frederick and West",Logistics,Last-mile Delivery
T0742,2025-02-22,Procurement of transform proactive partnerships from Coleman Inc,32400.23,EUR,Coleman Inc,,
T0743,2025-03-12,"Procurement of Digital Advertising from Bell, Shaffer and Zamora",26543.97,GBP,"Bell, Shaffer and Zamora",Marketing,Digital Advertising
T0744,2025-02-22,"Procurement of Recurrent SaaS License from Cain, Price and Lozano",15717.2,EUR,"Cain, Price and Lozano",IT,Recurrent SaaS License
T0745,2025-01-23,Procurement of engage B2C vortals from Banks-Tate,8156.06,USD,Banks-Tate,,
T0746,2025-01-07,Procurement of Event Sponsorship from Jones Group,25371.71,EUR,Jones Group,Marketing,Event Sponsorship
T0747,2025-01-27,"Procurement of brand extensible applications from Sanchez, Wu and Smith",16853.72,GBP,"Sanchez, Wu and Smith",,
T0748,2024-12-31,Procurement of Research Services from Williams PLC,15773.03,GBP,Williams PLC,R&D,Research Services
T0749,2025-01-03,"Procurement of Warehousing from Murillo, Jackson and Guerrero",46301.58,GBP,"Murillo, Jackson and Guerrero",Logistics,Warehousing
T0750,2025-01-17,Procurement of Recruitment Services from Perry-Jackson,46237.23,USD,Perry-Jackson,HR & Training,Recruitment Services
T0751,2025-01-15,"Procurement of integrate wireless communities from Hooper, Robinson and Little",27692.27,GBP,"Hooper, Robinson and Little",,
T0752,2025-01-02,Procurement of incentivize B2C solutions from Erickson-Larson,42485.31,EUR,Erickson-Larson,,
T0753,2025-03-22,"Procurement of Professional IT Services from Green, Thompson and Paul",23227.52,GBP,"Green, Thompson and Paul",IT,Professional IT Services
T0754,2025-01-07,Procurement of Lab Equipment from Young-Anderson,49782.81,EUR,Young-Anderson,R&D,Lab Equipment
T0755,2025-01-21,Procurement of Warehousing from Silva PLC,42303.67,USD,Silva PLC,Logistics,Warehousing
T0756,2025-01-24,"Procurement of Print Media from Phillips, Allen and Smith",3401.39,USD,"Phillips, Allen and Smith",Marketing,Print Media
T0757,2025-01-14,Procurement of Facility Maintenance from Wall PLC,24598.61,EUR,Wall PLC,Manufacturing,Facility Maintenance
T0758,2024-12-29,Procurement of architect cross-platform eyeballs from Nolan LLC,4617.69,EUR,Nolan LLC,,
T0759,2025-01-22,Procurement of Professional IT Services from Taylor PLC,10624.4,USD,Taylor PLC,IT,Professional IT Services
T0760,2025-01-22,Procurement of monetize end-to-end markets from Wang LLC,48768.94,USD,Wang LLC,,
T0761,2025-02-08,Procurement of Digital Advertising from Watson-Smith,1880.99,GBP,Watson-Smith,Marketing,Digital Advertising
T0762,2024-12-28,"Procurement of Employee Training from Sherman, Colon and Moore",42765.74,GBP,"Sherman, Colon and Moore",HR & Training,Employee Training
T0763,2025-02-18,"Procurement of whiteboard frictionless networks from Scott, West and Brown",46773.11,GBP,"Scott, West and Brown",,
T0764,2025-02-04,"Procurement of exploit world-class users from Perez, Blackwell and Mckee",14751.03,EUR,"Perez, Blackwell and Mckee",,
T0765,2025-01-07,Procurement of enhance extensible platforms from Mason-Warren,33977.74,EUR,Mason-Warren,,
T0766,2025-01-07,Procurement of Last-mile Delivery from Young-Anderson,17741.01,GBP,Young-Anderson,Logistics,Last-mile Delivery
T0767,2025-02-04,"Procurement of envisioneer wireless metrics from Lopez, Golden and Calhoun",9305.18,EUR,"Lopez, Golden and Calhoun",,
T0768,2025-01-21,Procurement of Recurrent SaaS License from Matthews LLC,4933.97,EUR,Matthews LLC,IT,Recurrent SaaS License
T0769,2025-02-21,"Procurement of Lab Equipment from Hoffman, Mcintyre and Mckenzie",24975.26,GBP,"Hoffman, Mcintyre and Mckenzie",R&D,Lab Equipment
T0770,2025-01-14,Procurement of Lab Equipment from Reid-Reynolds,37326.92,USD,Reid-Reynolds,R&D,Lab Equipment
T0771,2025-03-19,"Procurement of Research Services from Monroe, Bryant and Dennis",46783.39,EUR,"Monroe, Bryant and Dennis",R&D,Research Services
T0772,2025-01-30,"Procurement of Recurrent SaaS License from Randolph, Salas and Vasquez",2008.98,USD,"Randolph, Salas and Vasquez",IT,Recurrent SaaS License
T0773,2025-01-28,Procurement of Production Equipment from Watson-Carson,34807.77,GBP,Watson-Carson,Manufacturing,Production Equipment
T0774,2025-01-18,Procurement of Recurrent SaaS License from Matthews LLC,28917.55,USD,Matthews LLC,IT,Recurrent SaaS License
T0775,2025-03-07,"Procurement of Lab Equipment from Cain, Price and Lozano",9039.61,GBP,"Cain, Price and Lozano",R&D,Lab Equipment
T0776,2025-01-21,Procurement of Event Sponsorship from Burgess PLC,41039.38,GBP,Burgess PLC,Marketing,Event Sponsorship
T0777,2024-12-27,"Procurement of Research Services from Dillon, Ramirez and Thomas",9451.23,EUR,"Dillon, Ramirez and Thomas",R&D,Research Services
T0778,2025-02-08,"Procurement of Recruitment Services from May, Osborne and Randolph",45814.7,GBP,"May, Osborne and Randolph",HR & Training,Recruitment Services
T0779,2025-01-18,Procurement of Facility Maintenance from Smith and Sons,37354.84,EUR,Smith and Sons,Manufacturing,Facility Maintenance
T0780,2025-01-10,"Procurement of Raw Materials from Mcdonald, Frederick and West",23393.55,USD,"Mcdonald, Frederick and West",Manufacturing,Raw Materials
T0781,2025-03-14,"Procurement of Temporary Staff from Mcdonald, Frederick and West",39151.19,GBP,"Mcdonald, Frederick and West",HR & Training,Temporary Staff
T0782,2025-02-26,Procurement of engage intuitive e-commerce from Coleman Inc,41522.41,EUR,Coleman Inc,,
T0783,2025-02-07,Procurement of Employee Training from Humphrey Ltd,4942.9,GBP,Humphrey Ltd,HR & Training,Employee Training
T0784,2025-02-11,Procurement of Digital Advertising from Banks-Tate,34891.36,EUR,Banks-Tate,Marketing,Digital Advertising
T0785,2025-03-09,"Procurement of Last-mile Delivery from Mendez, Brennan and Yu",33408.43,GBP,"Mendez, Brennan and Yu",Logistics,Last-mile Delivery
T0786,2025-02-07,Procurement of Recurrent SaaS License from Orozco-Davis,27637.44,USD,Orozco-Davis,IT,Recurrent SaaS License
T0787,2025-01-05,"Procurement of One-shot Software Purchase from Huff, Thompson and Day",33781.91,EUR,"Huff, Thompson and Day",IT,One-shot Software Purchase
T0788,2025-03-06,"Procurement of Last-mile Delivery from Cook, Rivera and Cox",12909.37,USD,"Cook, Rivera and Cox",Logistics,Last-mile Delivery
T0789,2025-02-11,"Procurement of Recurrent SaaS License from Stewart, Brooks and Bailey",27352.83,GBP,"Stewart, Brooks and Bailey",IT,Recurrent SaaS License
T0790,2025-02-04,Procurement of Clinical Trials from Robinson-Gonzales,42990.34,GBP,Robinson-Gonzales,R&D,Clinical Trials
T0791,2025-01-09,Procurement of morph next-generation bandwidth from Perry-Jackson,46985.32,GBP,Perry-Jackson,,
T0792,2025-02-21,Procurement of Print Media from Haley Group,34737.52,GBP,Haley Group,Marketing,Print Media
T0793,2025-02-09,Procurement of Professional IT Services from Orozco-Davis,4319.24,EUR,Orozco-Davis,IT,Professional IT Services
T0794,2025-02-06,Procurement of drive compelling deliverables from Young-Anderson,19641.0,EUR,Young-Anderson,,
T0795,2025-02-10,Procurement of One-shot Software Purchase from Nolan LLC,1103.19,EUR,Nolan LLC,IT,One-shot Software Purchase
T0796,2025-01-25,Procurement of Cold Chain Transport from Dunlap-Weiss,41405.52,GBP,Dunlap-Weiss,Logistics,Cold Chain Transport
T0797,2025-01-04,Procurement of Cold Chain Transport from Orozco-Davis,41285.43,GBP,Orozco-Davis,Logistics,Cold Chain Transport
T0798,2025-03-24,Procurement of Print Media from Gilbert-Velazquez,14861.87,GBP,Gilbert-Velazquez,Marketing,Print Media
T0799,2025-02-16,"Procurement of Professional IT Services from Green, Thompson and Paul",27095.16,EUR,"Green, Thompson and Paul",IT,Professional IT Services
T0800,2025-03-16,"Procurement of Event Sponsorship from Murillo, Jackson and Guerrero",20453.27,GBP,"Murillo, Jackson and Guerrero",Marketing,Event Sponsorship
T0801,2025-03-19,Procurement of Warehousing from Watson-Carson,2661.88,GBP,Watson-Carson,Logistics,Warehousing
T0802,2025-01-06,"Procurement of Event Sponsorship from Bell, Shaffer and Zamora",34718.92,EUR,"Bell, Shaffer and Zamora",Marketing,Event Sponsorship
T0803,2024-12-27,Procurement of benchmark world-class metrics from Reid-Reynolds,21254.56,EUR,Reid-Reynolds,,
T0804,2025-01-07,Procurement of Raw Materials from Hughes-Payne,19477.99,USD,Hughes-Payne,Manufacturing,Raw Materials
T0805,2025-02-16,Procurement of Temporary Staff from Perry LLC,48063.14,GBP,Perry LLC,HR & Training,Temporary Staff
T0806,2025-02-26,Procurement of Warehousing from Nelson Group,12257.62,GBP,Nelson Group,Logistics,Warehousing
T0807,2025-03-18,Procurement of Clinical Trials from Perry-Jackson,1465.29,EUR,Perry-Jackson,R&D,Clinical Trials
T0808,2025-02-12,Procurement of One-shot Software Purchase from Russell-Kim,21611.25,EUR,Russell-Kim,IT,One-shot Software Purchase
T0809,2025-03-19,Procurement of Facility Maintenance from Burgess PLC,21180.79,EUR,Burgess PLC,Manufacturing,Facility Maintenance
T0810,2025-03-24,Procurement of Event Sponsorship from Haley Group,9555.3,EUR,Haley Group,Marketing,Event Sponsorship
T0811,2025-03-03,"Procurement of Temporary Staff from Olson, Stein and Baker",48876.3,USD,"Olson, Stein and Baker",HR & Training,Temporary Staff
T0812,2025-02-25,Procurement of Production Equipment from Rodriguez Group,12839.11,EUR,Rodriguez Group,Manufacturing,Production Equipment
T0813,2025-02-17,Procurement of Recurrent SaaS License from Silva PLC,12679.14,USD,Silva PLC,IT,Recurrent SaaS License
T0814,2025-02-01,Procurement of Professional IT Services from Collins-Donovan,30525.56,EUR,Collins-Donovan,IT,Professional IT Services
T0815,2025-03-12,"Procurement of Production Equipment from Huff, Thompson and Day",26966.02,USD,"Huff, Thompson and Day",Manufacturing,Production Equipment
T0816,2025-03-09,Procurement of Clinical Trials from Silva PLC,3628.59,EUR,Silva PLC,R&D,Clinical Trials
T0817,2025-03-03,Procurement of productize strategic web-readiness from Mathews and Sons,39928.85,USD,Mathews and Sons,,
T0818,2025-02-16,Procurement of Print Media from Rodriguez LLC,46759.99,EUR,Rodriguez LLC,Marketing,Print Media
T0819,2025-01-14,Procurement of leverage seamless models from Sherman-Martin,47229.71,EUR,Sherman-Martin,,
T0820,2025-02-19,"Procurement of Recruitment Services from Scott, West and Brown",42708.32,USD,"Scott, West and Brown",HR & Training,Recruitment Services
T0821,2025-01-10,"Procurement of redefine bricks-and-clicks initiatives from Mendez, Brennan and Yu",49741.17,USD,"Mendez, Brennan and Yu",,
T0822,2025-02-28,Procurement of exploit bleeding-edge markets from Stanley and Sons,33080.54,GBP,Stanley and Sons,,
T0823,2025-01-28,"Procurement of Raw Materials from Cain, Price and Lozano",49110.44,EUR,"Cain, Price and Lozano",Manufacturing,Raw Materials
T0824,2025-01-05,Procurement of Temporary Staff from Rodriguez Group,15237.17,USD,Rodriguez Group,HR & Training,Temporary Staff
T0825,2025-03-16,"Procurement of Clinical Trials from Dillon, Ramirez and Thomas",42089.83,GBP,"Dillon, Ramirez and Thomas",R&D,Clinical Trials
T0826,2025-03-12,Procurement of One-shot Software Purchase from Matthews LLC,36949.67,USD,Matthews LLC,IT,One-shot Software Purchase
T0827,2025-03-24,"Procurement of redefine customized e-services from Phillips, Allen and Smith",4341.91,USD,"Phillips, Allen and Smith",,
T0828,2025-03-03,"Procurement of Temporary Staff from Jennings, Lawrence and Jackson",33518.01,EUR,"Jennings, Lawrence and Jackson",HR & Training,Temporary Staff
T0829,2025-02-17,"Procurement of Research Services from Monroe, Bryant and Dennis",34706.09,EUR,"Monroe, Bryant and Dennis",R&D,Research Services
T0830,2025-02-19,"Procurement of Facility Maintenance from Alvarado, Smith and Williams",15067.43,EUR,"Alvarado, Smith and Williams",Manufacturing,Facility Maintenance
T0831,2025-02-20,Procurement of One-shot Software Purchase from Dunlap-Weiss,41087.93,USD,Dunlap-Weiss,IT,One-shot Software Purchase
T0832,2025-01-20,Procurement of Employee Training from Martin and Sons,25820.76,GBP,Martin and Sons,HR & Training,Employee Training
T0833,2025-02-11,"Procurement of Recruitment Services from Monroe, Bryant and Dennis",47878.77,USD,"Monroe, Bryant and Dennis",HR & Training,Recruitment Services
T0834,2025-03-04,Procurement of Print Media from Collins-Donovan,29983.23,EUR,Collins-Donovan,Marketing,Print Media
T0835,2025-01-19,Procurement of Event Sponsorship from Malone-Whitaker,19521.28,EUR,Malone-Whitaker,Marketing,Event Sponsorship
T0836,2025-01-05,Procurement of aggregate front-end systems from Robinson-Gonzales,22563.25,EUR,Robinson-Gonzales,,
T0837,2025-02-28,Procurement of Employee Training from Reid-Reynolds,23244.26,GBP,Reid-Reynolds,HR & Training,Employee Training
T0838,2025-01-21,Procurement of Production Equipment from Avila-Miller,48877.42,EUR,Avila-Miller,Manufacturing,Production Equipment
T0839,2025-01-26,Procurement of Employee Training from Haley Group,30094.67,USD,Haley Group,HR & Training,Employee Training
T0840,2025-01-19,"Procurement of Last-mile Delivery from Cain, Price and Lozano",40861.41,USD,"Cain, Price and Lozano",Logistics,Last-mile Delivery
T0841,2024-12-26,Procurement of Cold Chain Transport from Young-Anderson,34830.75,GBP,Young-Anderson,Logistics,Cold Chain Transport
T0842,2025-01-02,Procurement of Print Media from Gilbert-Velazquez,24877.49,USD,Gilbert-Velazquez,Marketing,Print Media
T0843,2025-02-11,Procurement of aggregate virtual channels from Banks-Tate,39617.93,EUR,Banks-Tate,,
T0844,2025-01-05,"Procurement of Professional IT Services from Adams, Young and Hodges",31737.38,USD,"Adams, Young and Hodges",IT,Professional IT Services
T0845,2025-02-18,"Procurement of Digital Advertising from Howard, Charles and Oneill",13391.86,GBP,"Howard, Charles and Oneill",Marketing,Digital Advertising
T0846,2025-02-05,"Procurement of Clinical Trials from Sanchez, Wu and Smith",34209.39,USD,"Sanchez, Wu and Smith",R&D,Clinical Trials
T0847,2025-01-23,"Procurement of Production Equipment from Bell, Shaffer and Zamora",15128.77,EUR,"Bell, Shaffer and Zamora",Manufacturing,Production Equipment
T0848,2025-01-20,Procurement of Production Equipment from Russell-Kim,14814.37,EUR,Russell-Kim,Manufacturing,Production Equipment
T0849,2025-03-08,Procurement of unleash global portals from Robertson LLC,45194.58,GBP,Robertson LLC,,
T0850,2025-03-12,Procurement of Production Equipment from Vargas-Becker,48907.68,GBP,Vargas-Becker,Manufacturing,Production Equipment
T0851,2025-01-05,Procurement of architect e-business convergence from Brooks LLC,12082.33,GBP,Brooks LLC,,
T0852,2025-02-24,Procurement of Recurrent SaaS License from Erickson-Larson,25184.68,EUR,Erickson-Larson,IT,Recurrent SaaS License
T0853,2025-01-06,Procurement of Last-mile Delivery from Martin and Sons,41413.24,GBP,Martin and Sons,Logistics,Last-mile Delivery
T0854,2025-01-08,Procurement of Event Sponsorship from Burgess PLC,42711.57,GBP,Burgess PLC,Marketing,Event Sponsorship
T0855,2025-03-16,"Procurement of Recurrent SaaS License from Perez, Blackwell and Mckee",33487.54,USD,"Perez, Blackwell and Mckee",IT,Recurrent SaaS License
T0856,2025-01-02,Procurement of Last-mile Delivery from Melton PLC,19906.31,EUR,Melton PLC,Logistics,Last-mile Delivery
T0857,2025-02-05,"Procurement of One-shot Software Purchase from Alvarado, Smith and Williams",23067.82,USD,"Alvarado, Smith and Williams",IT,One-shot Software Purchase
T0858,2025-01-09,Procurement of Event Sponsorship from Hanna Ltd,31976.82,GBP,Hanna Ltd,Marketing,Event Sponsorship
T0859,2025-03-11,"Procurement of Last-mile Delivery from Bell, Shaffer and Zamora",16188.58,GBP,"Bell, Shaffer and Zamora",Logistics,Last-mile Delivery
T0860,2025-02-22,Procurement of enable frictionless networks from Vargas-Becker,35720.75,GBP,Vargas-Becker,,
T0861,2025-01-04,"Procurement of Employee Training from Perez, Blackwell and Mckee",27828.01,GBP,"Perez, Blackwell and Mckee",HR & Training,Employee Training
T0862,2025-01-15,Procurement of Recurrent SaaS License from Flores Ltd,9008.02,EUR,Flores Ltd,IT,Recurrent SaaS License
T0863,2025-01-21,Procurement of Lab Equipment from Gilbert-Velazquez,27567.4,GBP,Gilbert-Velazquez,R&D,Lab Equipment
T0864,2025-01-20,Procurement of Last-mile Delivery from Matthews LLC,18463.08,USD,Matthews LLC,Logistics,Last-mile Delivery
T0865,2025-03-18,Procurement of Lab Equipment from Davis-Smith,3673.23,EUR,Davis-Smith,R&D,Lab Equipment
T0866,2025-02-13,Procurement of matrix cross-media functionalities from Newman LLC,18176.35,EUR,Newman LLC,,
T0867,2025-02-08,"Procurement of exploit extensible interfaces from Adams, Young and Hodges",43532.35,EUR,"Adams, Young and Hodges",,
T0868,2025-02-14,Procurement of embrace end-to-end markets from Hughes-Payne,7878.52,USD,Hughes-Payne,,
T0869,2025-01-31,Procurement of productize real-time supply-chains from Perry-Jackson,27393.77,GBP,Perry-Jackson,,
T0870,2024-12-25,Procurement of Temporary Staff from Smith and Sons,38719.58,GBP,Smith and Sons,HR & Training,Temporary Staff
T0871,2024-12-25,Procurement of Production Equipment from Watson-Carson,22384.01,GBP,Watson-Carson,Manufacturing,Production Equipment
T0872,2025-01-16,Procurement of Research Services from Sherman-Martin,22217.61,GBP,Sherman-Martin,R&D,Research Services
